session_id,condition_id,participant_id,seq,msg_type,t_q_send_local_ms,t_q_send_ref_ms,lx,ly,az,action_id
S01,C1,P01,718,cmd,1776951625597,1776951625438.027,0.048,0.0,-0.245,0
S01,C1,P01,719,cmd,1776951625652,1776951625493.062,0.049,0.0,-0.245,0
S01,C1,P01,720,cmd,1776951625708,1776951625549.026,0.049,0.0,-0.245,0
S01,C1,P01,721,cmd,1776951625763,1776951625604.069,0.05,0.0,-0.245,0
S01,C1,P01,722,cmd,1776951625819,1776951625660.004,0.05,0.0,-0.245,0
S01,C1,P01,723,cmd,1776951625875,1776951625716.038,0.051,0.0,-0.245,0
S01,C1,P01,724,cmd,1776951625930,1776951625770.948,0.052,0.0,-0.245,0
S01,C1,P01,725,cmd,1776951625985,1776951625825.924,0.052,0.0,-0.244,0
S01,C1,P01,726,cmd,1776951626041,1776951625881.938,0.053,0.0,-0.244,0
S01,C1,P01,727,cmd,1776951626096,1776951625936.983,0.054,0.0,-0.244,0
S01,C1,P01,728,cmd,1776951626152,1776951625992.922,0.054,0.0,-0.244,0
S01,C1,P01,730,cmd,1776951626209,1776951626049.035,0.054,0.0,-0.244,0
S01,C1,P01,731,cmd,1776951626263,1776951626102.924,0.055,0.0,-0.244,0
S01,C1,P01,732,cmd,1776951626319,1776951626158.95,0.056,0.0,-0.244,0
S01,C1,P01,733,cmd,1776951626374,1776951626214.032,0.056,0.0,-0.244,0
S01,C1,P01,734,cmd,1776951626430,1776951626269.941,0.057,0.0,-0.243,0
S01,C1,P01,735,cmd,1776951626485,1776951626324.93,0.058,0.0,-0.243,0
S01,C1,P01,736,cmd,1776951626541,1776951626380.978,0.058,0.0,-0.243,0
S01,C1,P01,737,cmd,1776951626596,1776951626435.94,0.059,0.0,-0.243,0
S01,C1,P01,738,cmd,1776951626652,1776951626492.035,0.059,0.0,-0.243,0
S01,C1,P01,739,cmd,1776951626708,1776951626548.007,0.06,0.0,-0.243,0
S01,C1,P01,740,cmd,1776951626763,1776951626603.051,0.06,0.0,-0.243,0
S01,C1,P01,741,cmd,1776951626818,1776951626658.026,0.06,0.0,-0.243,0
S01,C1,P01,742,cmd,1776951626874,1776951626713.94,0.06,0.0,-0.243,0
S01,C1,P01,743,cmd,1776951626930,1776951626770.044,0.061,0.0,-0.243,0
S01,C1,P01,744,cmd,1776951626985,1776951626825.022,0.061,0.0,-0.242,0
S01,C1,P01,745,cmd,1776951627041,1776951626881.066,0.061,0.0,-0.242,0
S01,C1,P01,746,cmd,1776951627097,1776951626937.078,0.062,0.0,-0.242,0
S01,C1,P01,747,cmd,1776951627152,1776951626991.93,0.062,0.0,-0.242,0
S01,C1,P01,748,cmd,1776951627208,1776951627048.012,0.062,0.0,-0.242,0
S01,C1,P01,749,cmd,1776951627263,1776951627102.986,0.063,0.0,-0.242,0
S01,C1,P01,750,cmd,1776951627319,1776951627158.944,0.063,0.0,-0.242,0
S01,C1,P01,751,cmd,1776951627375,1776951627214.975,0.071,0.0,-0.24,0
S01,C1,P01,752,cmd,1776951627430,1776951627270.046,0.116,0.0,-0.221,0
S01,C1,P01,753,cmd,1776951627485,1776951627324.934,0.158,0.0,-0.194,0
S01,C1,P01,754,cmd,1776951627542,1776951627382.064,0.172,0.0,-0.181,0
S01,C1,P01,755,cmd,1776951627597,1776951627436.98,0.176,0.0,-0.177,0
S01,C1,P01,756,cmd,1776951627652,1776951627492.077,0.178,0.0,-0.175,0
S01,C1,P01,757,cmd,1776951627708,1776951627547.969,0.179,0.0,-0.175,0
S01,C1,P01,758,cmd,1776951627763,1776951627602.954,0.18,0.0,-0.174,0
S01,C1,P01,759,cmd,1776951627819,1776951627659.068,0.18,0.0,-0.173,0
S01,C1,P01,760,cmd,1776951627875,1776951627715.078,0.18,0.0,-0.173,0
S01,C1,P01,761,cmd,1776951627930,1776951627769.98,0.18,0.0,-0.173,0
S01,C1,P01,762,cmd,1776951627985,1776951627825.004,0.18,0.0,-0.173,0
S01,C1,P01,763,cmd,1776951628041,1776951627880.978,0.18,0.0,-0.173,0
S01,C1,P01,764,cmd,1776951628097,1776951627936.986,0.18,0.0,-0.173,0
S01,C1,P01,765,cmd,1776951628152,1776951627991.966,0.18,0.0,-0.173,0
S01,C1,P01,767,cmd,1776951628208,1776951628047.973,0.18,0.0,-0.174,0
S01,C1,P01,768,cmd,1776951628263,1776951628099.928,0.18,0.0,-0.174,0
S01,C1,P01,769,cmd,1776951628318,1776951628155.08,0.179,0.0,-0.174,0
S01,C1,P01,770,cmd,1776951628374,1776951628211.0,0.179,0.0,-0.174,0
S01,C1,P01,771,cmd,1776951628430,1776951628266.984,0.179,0.0,-0.175,0
S01,C1,P01,772,cmd,1776951628485,1776951628321.932,0.178,0.0,-0.175,0
S01,C1,P01,773,cmd,1776951628541,1776951628377.971,0.175,0.0,-0.179,0
S01,C1,P01,774,cmd,1776951628597,1776951628433.97,0.117,0.0,-0.221,0
S01,C1,P01,775,cmd,1776951628653,1776951628490.074,-0.085,0.0,-0.235,0
S01,C1,P01,776,cmd,1776951628708,1776951628544.983,-0.126,0.0,-0.216,0
S01,C1,P01,777,cmd,1776951628764,1776951628600.959,-0.152,0.0,-0.199,0
S01,C1,P01,778,cmd,1776951628819,1776951628655.953,-0.157,0.0,-0.195,0
S01,C1,P01,779,cmd,1776951628874,1776951628710.987,-0.157,0.0,-0.195,0
S01,C1,P01,780,cmd,1776951628930,1776951628766.993,-0.155,0.0,-0.196,0
S01,C1,P01,781,cmd,1776951628985,1776951628822.063,-0.154,0.0,-0.197,0
S01,C1,P01,782,cmd,1776951629041,1776951628878.011,-0.154,0.0,-0.197,0
S01,C1,P01,783,cmd,1776951629097,1776951628933.982,-0.153,0.0,-0.198,0
S01,C1,P01,784,cmd,1776951629152,1776951628989.034,-0.152,0.0,-0.198,0
S01,C1,P01,785,cmd,1776951629207,1776951629044.026,-0.151,0.0,-0.199,0
S01,C1,P01,786,cmd,1776951629263,1776951629099.976,-0.149,0.0,-0.2,0
S01,C1,P01,787,cmd,1776951629319,1776951629155.928,-0.149,0.0,-0.201,0
S01,C1,P01,788,cmd,1776951629375,1776951629211.927,-0.158,0.0,-0.194,0
S01,C1,P01,789,cmd,1776951629430,1776951629266.935,-0.166,0.0,-0.187,0
S01,C1,P01,790,cmd,1776951629485,1776951629322.056,-0.169,0.0,-0.184,0
S01,C1,P01,791,cmd,1776951629541,1776951629378.068,-0.169,0.0,-0.184,0
S01,C1,P01,792,cmd,1776951629597,1776951629433.968,-0.168,0.0,-0.185,0
S01,C1,P01,793,cmd,1776951629652,1776951629489.004,-0.166,0.0,-0.187,0
S01,C1,P01,794,cmd,1776951629707,1776951629544.018,-0.164,0.0,-0.189,0
S01,C1,P01,795,cmd,1776951629763,1776951629600.035,-0.159,0.0,-0.193,0
S01,C1,P01,796,cmd,1776951629819,1776951629656.036,-0.15,0.0,-0.2,0
S01,C1,P01,797,cmd,1776951629876,1776951629712.984,-0.126,0.0,-0.216,0
S01,C1,P01,798,cmd,1776951629930,1776951629767.051,-0.114,0.0,-0.222,0
S01,C1,P01,799,cmd,1776951629985,1776951629822.004,-0.102,0.0,-0.228,0
S01,C1,P01,800,cmd,1776951630041,1776951629878.08,-0.1,0.0,-0.229,0
S01,C1,P01,801,cmd,1776951630097,1776951629933.928,-0.099,0.0,-0.23,0
S01,C1,P01,802,cmd,1776951630152,1776951629989.061,-0.097,0.0,-0.23,0
S01,C1,P01,804,cmd,1776951630209,1776951630046.074,-0.096,0.0,-0.231,0
S01,C1,P01,805,cmd,1776951630263,1776951630099.057,-0.094,0.0,-0.232,0
S01,C1,P01,806,cmd,1776951630319,1776951630155.041,-0.091,0.0,-0.233,0
S01,C1,P01,807,cmd,1776951630374,1776951630209.96,-0.088,0.0,-0.234,0
S01,C1,P01,808,cmd,1776951630430,1776951630265.99,-0.086,0.0,-0.235,0
S01,C1,P01,809,cmd,1776951630485,1776951630320.943,-0.084,0.0,-0.235,0
S01,C1,P01,810,cmd,1776951630542,1776951630377.978,-0.08,0.0,-0.237,0
S01,C1,P01,811,cmd,1776951630597,1776951630433.07,-0.066,0.0,-0.241,0
